image_path,crop_label,grade_label,source,split
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144613.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144622.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144631.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144641.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144647.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144654.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144728.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144810.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144814.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144930.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144935.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144941.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_144957.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145012.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145028.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145037.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145053.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145107.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145120.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145125.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145143.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145148.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145152.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145157.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145204.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145214.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145216.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145233.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145244.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145248.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145252.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145304.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145309.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145317.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145328.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145338.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145357.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145416.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145422.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145437.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145441.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145454.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145504.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145602.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145612.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145632.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145708.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145727.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145739.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145749.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145801.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145806.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_145819.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150359.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150415.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150431.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150439.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150443.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150447.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150515.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150520.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150534.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150539.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150550.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150553.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150614.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150636.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150640.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150709.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150740.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_150947.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_151000.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_151004.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_151010.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_151016.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_151055.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Extra_Class/IMG_20210703_151157.jpg,mango,A,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151539.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151609.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151611.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151624.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151705.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151712.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151739.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151742.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151750.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151802.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151819.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151922.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151931.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151939.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151946.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_151954.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152020.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152024.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152027.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152033.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152106.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152113.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152137.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152144.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152200.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152207.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152212.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152226.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152231.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152235.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152242.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152252.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152313.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152319.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152343.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152352.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152410.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152417.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152433.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152440.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152503.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152533.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152600.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152624.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152632.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152642.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152653.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152659.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152705.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152712.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152718.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152724.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152731.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152735.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152742.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152751.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152756.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152805.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152813.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152821.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152828.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152846.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152901.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152905.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152915.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152931.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152936.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152950.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_152953.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153012.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153016.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153024.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153039.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153044.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153051.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153125.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153130.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153146.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153158.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153211.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153217.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153235.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153248.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153251.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153317.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153330.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153335.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153409.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153429.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153440.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153444.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153451.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153508.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153532.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153540.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153543.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153552.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153555.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153635.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153640.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153708.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153715.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153732.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153736.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153816.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153821.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153829.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153835.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153848.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153852.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153927.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153934.jpg,mango,B,pakistani_mango_grading,train
data/raw/mango/Grading_dataset/Class_I/IMG_20210703_153948.jpg,mango,B,pakistani_mango_grading,train
